method,instance,permutation,length_abs_diff,hamming_distance,perfect_match
Attention:batch_greedy_mean,98,4,0.0,0.0,True
Attention:batch_greedy_mean,99,0,0.0,0.0,True
Attention:batch_greedy_mean,99,1,0.0,0.0,True
Attention:batch_greedy_mean,99,2,0.0,0.0,True
Attention:batch_greedy_mean,99,3,0.0,0.0,True
Attention:batch_greedy_mean,99,4,0.0,0.0,True
Attention:greedy_rollout,0,0,0.0,0.0,True
Attention:greedy_rollout,0,1,0.0,0.0,True
Attention:greedy_rollout,0,2,0.0,0.0,True
Attention:greedy_rollout,0,3,0.0,0.0,True
Attention:greedy_rollout,0,4,0.0,0.0,True
Attention:greedy_rollout,1,0,0.0,0.0,True
Attention:greedy_rollout,1,1,0.0,0.0,True
Attention:greedy_rollout,1,2,0.0,0.0,True
Attention:greedy_rollout,1,3,0.0,0.0,True
Attention:greedy_rollout,1,4,0.0,0.0,True
Attention:greedy_rollout,2,0,0.0,0.0,True
Attention:greedy_rollout,2,1,0.0,0.0,True
Attention:greedy_rollout,2,2,0.0,0.0,True
Attention:greedy_rollout,2,3,0.0,0.0,True
Attention:greedy_rollout,2,4,0.0,0.0,True
Attention:greedy_rollout,3,0,0.0,0.0,True
Attention:greedy_rollout,3,1,0.0,0.0,True
Attention:greedy_rollout,3,2,0.0,0.0,True
Attention:greedy_rollout,3,3,0.0,0.0,True
Attention:greedy_rollout,3,4,0.0,0.0,True
Attention:greedy_rollout,4,0,0.0,0.0,True
Attention:greedy_rollout,4,1,0.0,0.0,True
Attention:greedy_rollout,4,2,0.0,0.0,True
Attention:greedy_rollout,4,3,0.0,0.0,True
Attention:greedy_rollout,4,4,0.0,0.0,True
Attention:greedy_rollout,5,0,0.0,0.0,True
Attention:greedy_rollout,5,1,0.0,0.0,True
Attention:greedy_rollout,5,2,0.0,0.0,True
Attention:greedy_rollout,5,3,0.0,0.0,True
Attention:greedy_rollout,5,4,0.0,0.0,True
Attention:greedy_rollout,6,0,0.0,0.0,True
Attention:greedy_rollout,6,1,0.0,0.0,True
Attention:greedy_rollout,6,2,0.0,0.0,True
Attention:greedy_rollout,6,3,0.0,0.0,True
Attention:greedy_rollout,6,4,0.0,0.0,True
Attention:greedy_rollout,7,0,0.0,0.0,True
Attention:greedy_rollout,7,1,0.0,0.0,True
Attention:greedy_rollout,7,2,0.0,0.0,True
Attention:greedy_rollout,7,3,0.0,0.0,True
Attention:greedy_rollout,7,4,0.0,0.0,True
Attention:greedy_rollout,8,0,0.0,0.0,True
Attention:greedy_rollout,8,1,0.0,0.0,True
Attention:greedy_rollout,8,2,0.0,0.0,True
Attention:greedy_rollout,8,3,0.0,0.0,True
Attention:greedy_rollout,8,4,0.0,0.0,True
Attention:greedy_rollout,9,0,0.0,0.0,True
Attention:greedy_rollout,9,1,0.0,0.0,True
Attention:greedy_rollout,9,2,0.0,0.0,True
Attention:greedy_rollout,9,3,0.0,0.0,True
Attention:greedy_rollout,9,4,0.0,0.0,True
Attention:greedy_rollout,10,0,0.0,0.0,True
Attention:greedy_rollout,10,1,0.0,0.0,True
Attention:greedy_rollout,10,2,0.0,0.0,True
Attention:greedy_rollout,10,3,0.0,0.0,True
Attention:greedy_rollout,10,4,0.0,0.0,True
Attention:greedy_rollout,11,0,0.0,0.0,True
Attention:greedy_rollout,11,1,0.0,0.0,True
Attention:greedy_rollout,11,2,0.0,0.0,True
Attention:greedy_rollout,11,3,0.0,0.0,True
Attention:greedy_rollout,11,4,0.0,0.0,True
Attention:greedy_rollout,12,0,0.0,0.0,True
Attention:greedy_rollout,12,1,0.0,0.0,True
Attention:greedy_rollout,12,2,0.0,0.0,True
Attention:greedy_rollout,12,3,0.0,0.0,True
Attention:greedy_rollout,12,4,0.0,0.0,True
Attention:greedy_rollout,13,0,0.0,0.0,True
Attention:greedy_rollout,13,1,0.0,0.0,True
Attention:greedy_rollout,13,2,0.0,0.0,True
Attention:greedy_rollout,13,3,0.0,0.0,True
Attention:greedy_rollout,13,4,0.0,0.0,True
Attention:greedy_rollout,14,0,0.0,0.0,True
Attention:greedy_rollout,14,1,0.0,0.0,True
Attention:greedy_rollout,14,2,0.0,0.0,True
Attention:greedy_rollout,14,3,0.0,0.0,True
Attention:greedy_rollout,14,4,0.0,0.0,True
Attention:greedy_rollout,15,0,0.0,0.0,True
Attention:greedy_rollout,15,1,0.0,0.0,True
Attention:greedy_rollout,15,2,0.0,0.0,True
Attention:greedy_rollout,15,3,0.0,0.0,True
Attention:greedy_rollout,15,4,0.0,0.0,True
Attention:greedy_rollout,16,0,0.0,0.0,True
Attention:greedy_rollout,16,1,0.0,0.0,True
Attention:greedy_rollout,16,2,0.0,0.0,True
Attention:greedy_rollout,16,3,0.0,0.0,True
Attention:greedy_rollout,16,4,0.0,0.0,True
Attention:greedy_rollout,17,0,0.0,0.0,True
Attention:greedy_rollout,17,1,0.0,0.0,True
Attention:greedy_rollout,17,2,0.0,0.0,True
Attention:greedy_rollout,17,3,0.0,0.0,True
Attention:greedy_rollout,17,4,0.0,0.0,True
Attention:greedy_rollout,18,0,0.0,0.0,True
Attention:greedy_rollout,18,1,0.0,0.0,True
Attention:greedy_rollout,18,2,0.0,0.0,True
Attention:greedy_rollout,18,3,0.0,0.0,True
Attention:greedy_rollout,18,4,0.0,0.0,True
Attention:greedy_rollout,19,0,0.0,0.0,True
Attention:greedy_rollout,19,1,0.0,0.0,True
Attention:greedy_rollout,19,2,0.0,0.0,True
Attention:greedy_rollout,19,3,0.0,0.0,True
Attention:greedy_rollout,19,4,0.0,0.0,True
Attention:greedy_rollout,20,0,0.0,0.0,True
Attention:greedy_rollout,20,1,0.0,0.0,True
Attention:greedy_rollout,20,2,0.0,0.0,True
Attention:greedy_rollout,20,3,0.0,0.0,True
Attention:greedy_rollout,20,4,0.0,0.0,True
Attention:greedy_rollout,21,0,0.0,0.0,True
Attention:greedy_rollout,21,1,0.0,0.0,True
Attention:greedy_rollout,21,2,0.0,0.0,True
Attention:greedy_rollout,21,3,0.0,0.0,True
Attention:greedy_rollout,21,4,0.0,0.0,True
Attention:greedy_rollout,22,0,0.0,0.0,True
Attention:greedy_rollout,22,1,0.0,0.0,True
Attention:greedy_rollout,22,2,0.0,0.0,True
Attention:greedy_rollout,22,3,0.0,0.0,True
Attention:greedy_rollout,22,4,0.0,0.0,True
Attention:greedy_rollout,23,0,0.0,0.0,True
Attention:greedy_rollout,23,1,0.0,0.0,True
Attention:greedy_rollout,23,2,0.0,0.0,True
Attention:greedy_rollout,23,3,0.0,0.0,True
Attention:greedy_rollout,23,4,0.0,0.0,True
Attention:greedy_rollout,24,0,0.0,0.0,True
Attention:greedy_rollout,24,1,0.0,0.0,True
Attention:greedy_rollout,24,2,0.0,0.0,True
Attention:greedy_rollout,24,3,0.0,0.0,True
Attention:greedy_rollout,24,4,0.0,0.0,True
Attention:greedy_rollout,25,0,0.0,0.0,True
Attention:greedy_rollout,25,1,0.0,0.0,True
Attention:greedy_rollout,25,2,0.0,0.0,True
Attention:greedy_rollout,25,3,0.0,0.0,True
Attention:greedy_rollout,25,4,0.0,0.0,True
Attention:greedy_rollout,26,0,0.0,0.0,True
Attention:greedy_rollout,26,1,0.0,0.0,True
Attention:greedy_rollout,26,2,0.0,0.0,True
Attention:greedy_rollout,26,3,0.0,0.0,True
Attention:greedy_rollout,26,4,0.0,0.0,True
Attention:greedy_rollout,27,0,0.0,0.0,True
Attention:greedy_rollout,27,1,0.0,0.0,True
Attention:greedy_rollout,27,2,0.0,0.0,True
Attention:greedy_rollout,27,3,0.0,0.0,True
Attention:greedy_rollout,27,4,0.0,0.0,True
Attention:greedy_rollout,28,0,0.0,0.0,True
Attention:greedy_rollout,28,1,0.0,0.0,True
Attention:greedy_rollout,28,2,0.0,0.0,True
Attention:greedy_rollout,28,3,0.0,0.0,True
Attention:greedy_rollout,28,4,0.0,0.0,True
Attention:greedy_rollout,29,0,0.0,0.0,True
Attention:greedy_rollout,29,1,0.0,0.0,True
Attention:greedy_rollout,29,2,0.0,0.0,True
Attention:greedy_rollout,29,3,0.0,0.0,True
Attention:greedy_rollout,29,4,0.0,0.0,True
Attention:greedy_rollout,30,0,0.0,0.0,True
Attention:greedy_rollout,30,1,0.0,0.0,True
Attention:greedy_rollout,30,2,0.0,0.0,True
Attention:greedy_rollout,30,3,0.0,0.0,True
Attention:greedy_rollout,30,4,0.0,0.0,True
Attention:greedy_rollout,31,0,0.0,0.0,True
Attention:greedy_rollout,31,1,0.0,0.0,True
Attention:greedy_rollout,31,2,0.0,0.0,True
Attention:greedy_rollout,31,3,0.0,0.0,True
Attention:greedy_rollout,31,4,0.0,0.0,True
Attention:greedy_rollout,32,0,0.0,0.0,True
Attention:greedy_rollout,32,1,0.0,0.0,True
Attention:greedy_rollout,32,2,0.0,0.0,True
Attention:greedy_rollout,32,3,0.0,0.0,True
Attention:greedy_rollout,32,4,0.0,0.0,True
Attention:greedy_rollout,33,0,0.0,0.0,True
Attention:greedy_rollout,33,1,0.0,0.0,True
Attention:greedy_rollout,33,2,0.0,0.0,True
Attention:greedy_rollout,33,3,0.0,0.0,True
Attention:greedy_rollout,33,4,0.0,0.0,True
Attention:greedy_rollout,34,0,0.0,0.0,True
Attention:greedy_rollout,34,1,0.0,0.0,True
Attention:greedy_rollout,34,2,0.0,0.0,True
Attention:greedy_rollout,34,3,0.0,0.0,True
Attention:greedy_rollout,34,4,0.0,0.0,True
Attention:greedy_rollout,35,0,0.0,0.0,True
Attention:greedy_rollout,35,1,0.0,0.0,True
Attention:greedy_rollout,35,2,0.0,0.0,True
Attention:greedy_rollout,35,3,0.0,0.0,True
Attention:greedy_rollout,35,4,0.0,0.0,True
Attention:greedy_rollout,36,0,0.0,0.0,True
Attention:greedy_rollout,36,1,0.0,0.0,True
Attention:greedy_rollout,36,2,0.0,0.0,True
Attention:greedy_rollout,36,3,0.0,0.0,True
Attention:greedy_rollout,36,4,0.0,0.0,True
Attention:greedy_rollout,37,0,0.0,0.0,True
Attention:greedy_rollout,37,1,0.0,0.0,True
Attention:greedy_rollout,37,2,0.0,0.0,True
Attention:greedy_rollout,37,3,0.0,0.0,True
Attention:greedy_rollout,37,4,0.0,0.0,True
Attention:greedy_rollout,38,0,0.0,0.0,True
Attention:greedy_rollout,38,1,0.0,0.0,True
Attention:greedy_rollout,38,2,0.0,0.0,True
Attention:greedy_rollout,38,3,0.0,0.0,True
Attention:greedy_rollout,38,4,0.0,0.0,True
Attention:greedy_rollout,39,0,0.0,0.0,True
Attention:greedy_rollout,39,1,0.0,0.0,True
Attention:greedy_rollout,39,2,0.0,0.0,True
Attention:greedy_rollout,39,3,0.0,0.0,True
Attention:greedy_rollout,39,4,0.0,0.0,True
Attention:greedy_rollout,40,0,0.0,0.0,True
Attention:greedy_rollout,40,1,0.0,0.0,True
Attention:greedy_rollout,40,2,0.0,0.0,True
Attention:greedy_rollout,40,3,0.0,0.0,True
Attention:greedy_rollout,40,4,0.0,0.0,True
Attention:greedy_rollout,41,0,0.0,0.0,True
Attention:greedy_rollout,41,1,0.0,0.0,True
Attention:greedy_rollout,41,2,0.0,0.0,True
Attention:greedy_rollout,41,3,0.0,0.0,True
Attention:greedy_rollout,41,4,0.0,0.0,True
Attention:greedy_rollout,42,0,0.0,0.0,True
Attention:greedy_rollout,42,1,0.0,0.0,True
Attention:greedy_rollout,42,2,0.0,0.0,True
Attention:greedy_rollout,42,3,0.0,0.0,True
Attention:greedy_rollout,42,4,0.0,0.0,True
Attention:greedy_rollout,43,0,0.0,0.0,True
Attention:greedy_rollout,43,1,0.0,0.0,True
Attention:greedy_rollout,43,2,0.0,0.0,True
Attention:greedy_rollout,43,3,0.0,0.0,True
Attention:greedy_rollout,43,4,0.0,0.0,True
Attention:greedy_rollout,44,0,0.0,0.0,True
Attention:greedy_rollout,44,1,0.0,0.0,True
Attention:greedy_rollout,44,2,0.0,0.0,True
Attention:greedy_rollout,44,3,0.0,0.0,True
Attention:greedy_rollout,44,4,0.0,0.0,True
Attention:greedy_rollout,45,0,0.0,0.0,True
Attention:greedy_rollout,45,1,0.0,0.0,True
Attention:greedy_rollout,45,2,0.0,0.0,True
Attention:greedy_rollout,45,3,0.0,0.0,True
Attention:greedy_rollout,45,4,0.0,0.0,True
Attention:greedy_rollout,46,0,0.0,0.0,True
Attention:greedy_rollout,46,1,0.0,0.0,True
Attention:greedy_rollout,46,2,0.0,0.0,True
Attention:greedy_rollout,46,3,0.0,0.0,True
Attention:greedy_rollout,46,4,0.0,0.0,True
Attention:greedy_rollout,47,0,0.0,0.0,True
Attention:greedy_rollout,47,1,0.0,0.0,True
Attention:greedy_rollout,47,2,0.0,0.0,True
Attention:greedy_rollout,47,3,0.0,0.0,True
Attention:greedy_rollout,47,4,0.0,0.0,True
Attention:greedy_rollout,48,0,0.0,0.0,True
Attention:greedy_rollout,48,1,0.0,0.0,True
Attention:greedy_rollout,48,2,0.0,0.0,True
Attention:greedy_rollout,48,3,0.0,0.0,True
Attention:greedy_rollout,48,4,0.0,0.0,True
Attention:greedy_rollout,49,0,0.0,0.0,True
Attention:greedy_rollout,49,1,0.0,0.0,True
Attention:greedy_rollout,49,2,0.0,0.0,True
Attention:greedy_rollout,49,3,0.0,0.0,True
Attention:greedy_rollout,49,4,0.0,0.0,True
Attention:greedy_rollout,50,0,0.0,0.0,True
Attention:greedy_rollout,50,1,0.0,0.0,True
Attention:greedy_rollout,50,2,0.0,0.0,True
Attention:greedy_rollout,50,3,0.0,0.0,True
Attention:greedy_rollout,50,4,0.0,0.0,True
Attention:greedy_rollout,51,0,0.0,0.0,True
Attention:greedy_rollout,51,1,0.0,0.0,True
Attention:greedy_rollout,51,2,0.0,0.0,True
Attention:greedy_rollout,51,3,0.0,0.0,True
Attention:greedy_rollout,51,4,0.0,0.0,True
Attention:greedy_rollout,52,0,0.0,0.0,True
Attention:greedy_rollout,52,1,0.0,0.0,True
Attention:greedy_rollout,52,2,0.0,0.0,True
Attention:greedy_rollout,52,3,0.0,0.0,True
Attention:greedy_rollout,52,4,0.0,0.0,True
Attention:greedy_rollout,53,0,0.0,0.0,True
Attention:greedy_rollout,53,1,0.0,0.0,True
Attention:greedy_rollout,53,2,0.0,0.0,True
Attention:greedy_rollout,53,3,0.0,0.0,True
Attention:greedy_rollout,53,4,0.0,0.0,True
Attention:greedy_rollout,54,0,0.0,0.0,True
Attention:greedy_rollout,54,1,0.0,0.0,True
Attention:greedy_rollout,54,2,0.0,0.0,True
Attention:greedy_rollout,54,3,0.0,0.0,True
Attention:greedy_rollout,54,4,0.0,0.0,True
Attention:greedy_rollout,55,0,0.0,0.0,True
Attention:greedy_rollout,55,1,0.0,0.0,True
Attention:greedy_rollout,55,2,0.0,0.0,True
Attention:greedy_rollout,55,3,0.0,0.0,True
Attention:greedy_rollout,55,4,0.0,0.0,True
Attention:greedy_rollout,56,0,0.0,0.0,True
Attention:greedy_rollout,56,1,0.0,0.0,True
Attention:greedy_rollout,56,2,0.0,0.0,True
Attention:greedy_rollout,56,3,0.0,0.0,True
Attention:greedy_rollout,56,4,0.0,0.0,True
Attention:greedy_rollout,57,0,0.0,0.0,True
Attention:greedy_rollout,57,1,0.0,0.0,True
Attention:greedy_rollout,57,2,0.0,0.0,True
Attention:greedy_rollout,57,3,0.0,0.0,True
Attention:greedy_rollout,57,4,0.0,0.0,True
Attention:greedy_rollout,58,0,0.0,0.0,True
Attention:greedy_rollout,58,1,0.0,0.0,True
Attention:greedy_rollout,58,2,0.0,0.0,True
Attention:greedy_rollout,58,3,0.0,0.0,True
Attention:greedy_rollout,58,4,0.0,0.0,True
Attention:greedy_rollout,59,0,0.0,0.0,True
Attention:greedy_rollout,59,1,0.0,0.0,True
Attention:greedy_rollout,59,2,0.0,0.0,True
Attention:greedy_rollout,59,3,0.0,0.0,True
Attention:greedy_rollout,59,4,0.0,0.0,True
Attention:greedy_rollout,60,0,0.0,0.0,True
Attention:greedy_rollout,60,1,0.0,0.0,True
Attention:greedy_rollout,60,2,0.0,0.0,True
Attention:greedy_rollout,60,3,0.0,0.0,True
Attention:greedy_rollout,60,4,0.0,0.0,True
Attention:greedy_rollout,61,0,0.0,0.0,True
Attention:greedy_rollout,61,1,0.0,0.0,True
Attention:greedy_rollout,61,2,0.0,0.0,True
Attention:greedy_rollout,61,3,0.0,0.0,True
Attention:greedy_rollout,61,4,0.0,0.0,True
Attention:greedy_rollout,62,0,0.0,0.0,True
Attention:greedy_rollout,62,1,0.0,0.0,True
Attention:greedy_rollout,62,2,0.0,0.0,True
Attention:greedy_rollout,62,3,0.0,0.0,True
Attention:greedy_rollout,62,4,0.0,0.0,True
Attention:greedy_rollout,63,0,0.0,0.0,True
Attention:greedy_rollout,63,1,0.0,0.0,True
Attention:greedy_rollout,63,2,0.0,0.0,True
Attention:greedy_rollout,63,3,0.0,0.0,True
Attention:greedy_rollout,63,4,0.0,0.0,True
Attention:greedy_rollout,64,0,0.0,0.0,True
Attention:greedy_rollout,64,1,0.0,0.0,True
Attention:greedy_rollout,64,2,0.0,0.0,True
Attention:greedy_rollout,64,3,0.0,0.0,True
Attention:greedy_rollout,64,4,0.0,0.0,True
Attention:greedy_rollout,65,0,0.0,0.0,True
Attention:greedy_rollout,65,1,0.0,0.0,True
Attention:greedy_rollout,65,2,0.0,0.0,True
Attention:greedy_rollout,65,3,0.0,0.0,True
Attention:greedy_rollout,65,4,0.0,0.0,True
Attention:greedy_rollout,66,0,0.0,0.0,True
Attention:greedy_rollout,66,1,0.0,0.0,True
Attention:greedy_rollout,66,2,0.0,0.0,True
Attention:greedy_rollout,66,3,0.0,0.0,True
Attention:greedy_rollout,66,4,0.0,0.0,True
Attention:greedy_rollout,67,0,0.0,0.0,True
Attention:greedy_rollout,67,1,0.0,0.0,True
Attention:greedy_rollout,67,2,0.0,0.0,True
Attention:greedy_rollout,67,3,0.0,0.0,True
Attention:greedy_rollout,67,4,0.0,0.0,True
Attention:greedy_rollout,68,0,0.0,0.0,True
Attention:greedy_rollout,68,1,0.0,0.0,True
Attention:greedy_rollout,68,2,0.0,0.0,True
Attention:greedy_rollout,68,3,0.0,0.0,True
Attention:greedy_rollout,68,4,0.0,0.0,True
Attention:greedy_rollout,69,0,0.0,0.0,True
Attention:greedy_rollout,69,1,0.0,0.0,True
Attention:greedy_rollout,69,2,0.0,0.0,True
Attention:greedy_rollout,69,3,0.0,0.0,True
Attention:greedy_rollout,69,4,0.0,0.0,True
Attention:greedy_rollout,70,0,0.0,0.0,True
Attention:greedy_rollout,70,1,0.0,0.0,True
Attention:greedy_rollout,70,2,0.0,0.0,True
Attention:greedy_rollout,70,3,0.0,0.0,True
Attention:greedy_rollout,70,4,0.0,0.0,True
Attention:greedy_rollout,71,0,0.0,0.0,True
Attention:greedy_rollout,71,1,0.0,0.0,True
Attention:greedy_rollout,71,2,0.0,0.0,True
Attention:greedy_rollout,71,3,0.0,0.0,True
Attention:greedy_rollout,71,4,0.0,0.0,True
Attention:greedy_rollout,72,0,0.0,0.0,True
Attention:greedy_rollout,72,1,0.0,0.0,True
Attention:greedy_rollout,72,2,0.0,0.0,True
Attention:greedy_rollout,72,3,0.0,0.0,True
Attention:greedy_rollout,72,4,0.0,0.0,True
Attention:greedy_rollout,73,0,0.0,0.0,True
Attention:greedy_rollout,73,1,0.0,0.0,True
Attention:greedy_rollout,73,2,0.0,0.0,True
Attention:greedy_rollout,73,3,0.0,0.0,True
Attention:greedy_rollout,73,4,0.0,0.0,True
Attention:greedy_rollout,74,0,0.0,0.0,True
Attention:greedy_rollout,74,1,0.0,0.0,True
Attention:greedy_rollout,74,2,0.0,0.0,True
Attention:greedy_rollout,74,3,0.0,0.0,True
Attention:greedy_rollout,74,4,0.0,0.0,True
Attention:greedy_rollout,75,0,0.0,0.0,True
Attention:greedy_rollout,75,1,0.0,0.0,True
Attention:greedy_rollout,75,2,0.0,0.0,True
Attention:greedy_rollout,75,3,0.0,0.0,True
Attention:greedy_rollout,75,4,0.0,0.0,True
Attention:greedy_rollout,76,0,0.0,0.0,True
Attention:greedy_rollout,76,1,0.0,0.0,True
Attention:greedy_rollout,76,2,0.0,0.0,True
Attention:greedy_rollout,76,3,0.0,0.0,True
Attention:greedy_rollout,76,4,0.0,0.0,True
Attention:greedy_rollout,77,0,0.0,0.0,True
Attention:greedy_rollout,77,1,0.0,0.0,True
Attention:greedy_rollout,77,2,0.0,0.0,True
Attention:greedy_rollout,77,3,0.0,0.0,True
Attention:greedy_rollout,77,4,0.0,0.0,True
Attention:greedy_rollout,78,0,0.0,0.0,True
Attention:greedy_rollout,78,1,0.0,0.0,True
Attention:greedy_rollout,78,2,0.0,0.0,True
Attention:greedy_rollout,78,3,0.0,0.0,True
Attention:greedy_rollout,78,4,0.0,0.0,True
Attention:greedy_rollout,79,0,0.0,0.0,True
Attention:greedy_rollout,79,1,0.0,0.0,True
Attention:greedy_rollout,79,2,0.0,0.0,True
Attention:greedy_rollout,79,3,0.0,0.0,True
Attention:greedy_rollout,79,4,0.0,0.0,True
Attention:greedy_rollout,80,0,0.0,0.0,True
Attention:greedy_rollout,80,1,0.0,0.0,True
Attention:greedy_rollout,80,2,0.0,0.0,True
Attention:greedy_rollout,80,3,0.0,0.0,True
Attention:greedy_rollout,80,4,0.0,0.0,True
Attention:greedy_rollout,81,0,0.0,0.0,True
Attention:greedy_rollout,81,1,0.0,0.0,True
Attention:greedy_rollout,81,2,0.0,0.0,True
Attention:greedy_rollout,81,3,0.0,0.0,True
Attention:greedy_rollout,81,4,0.0,0.0,True
Attention:greedy_rollout,82,0,0.0,0.0,True
Attention:greedy_rollout,82,1,0.0,0.0,True
Attention:greedy_rollout,82,2,0.0,0.0,True
Attention:greedy_rollout,82,3,0.0,0.0,True
Attention:greedy_rollout,82,4,0.0,0.0,True
Attention:greedy_rollout,83,0,0.0,0.0,True
Attention:greedy_rollout,83,1,0.0,0.0,True
Attention:greedy_rollout,83,2,0.0,0.0,True
Attention:greedy_rollout,83,3,0.0,0.0,True
Attention:greedy_rollout,83,4,0.0,0.0,True
Attention:greedy_rollout,84,0,0.0,0.0,True
Attention:greedy_rollout,84,1,0.0,0.0,True
Attention:greedy_rollout,84,2,0.0,0.0,True
Attention:greedy_rollout,84,3,0.0,0.0,True
Attention:greedy_rollout,84,4,0.0,0.0,True
Attention:greedy_rollout,85,0,0.0,0.0,True
Attention:greedy_rollout,85,1,0.0,0.0,True
Attention:greedy_rollout,85,2,0.0,0.0,True
Attention:greedy_rollout,85,3,0.0,0.0,True
Attention:greedy_rollout,85,4,0.0,0.0,True
Attention:greedy_rollout,86,0,0.0,0.0,True
Attention:greedy_rollout,86,1,0.0,0.0,True
Attention:greedy_rollout,86,2,0.0,0.0,True
Attention:greedy_rollout,86,3,0.0,0.0,True
Attention:greedy_rollout,86,4,0.0,0.0,True
Attention:greedy_rollout,87,0,0.0,0.0,True
Attention:greedy_rollout,87,1,0.0,0.0,True
Attention:greedy_rollout,87,2,0.0,0.0,True
Attention:greedy_rollout,87,3,0.0,0.0,True
Attention:greedy_rollout,87,4,0.0,0.0,True
Attention:greedy_rollout,88,0,0.0,0.0,True
Attention:greedy_rollout,88,1,0.0,0.0,True
Attention:greedy_rollout,88,2,0.0,0.0,True
Attention:greedy_rollout,88,3,0.0,0.0,True
Attention:greedy_rollout,88,4,0.0,0.0,True
Attention:greedy_rollout,89,0,0.0,0.0,True
Attention:greedy_rollout,89,1,0.0,0.0,True
Attention:greedy_rollout,89,2,0.0,0.0,True
Attention:greedy_rollout,89,3,0.0,0.0,True
Attention:greedy_rollout,89,4,0.0,0.0,True
Attention:greedy_rollout,90,0,0.0,0.0,True
Attention:greedy_rollout,90,1,0.0,0.0,True
Attention:greedy_rollout,90,2,0.0,0.0,True
Attention:greedy_rollout,90,3,0.0,0.0,True
Attention:greedy_rollout,90,4,0.0,0.0,True
Attention:greedy_rollout,91,0,0.0,0.0,True
Attention:greedy_rollout,91,1,0.0,0.0,True
Attention:greedy_rollout,91,2,0.0,0.0,True
Attention:greedy_rollout,91,3,0.0,0.0,True
Attention:greedy_rollout,91,4,0.0,0.0,True
Attention:greedy_rollout,92,0,0.0,0.0,True
Attention:greedy_rollout,92,1,0.0,0.0,True
Attention:greedy_rollout,92,2,0.0,0.0,True
Attention:greedy_rollout,92,3,0.0,0.0,True
Attention:greedy_rollout,92,4,0.0,0.0,True
Attention:greedy_rollout,93,0,0.0,0.0,True
Attention:greedy_rollout,93,1,0.0,0.0,True
Attention:greedy_rollout,93,2,0.0,0.0,True
Attention:greedy_rollout,93,3,0.0,0.0,True
Attention:greedy_rollout,93,4,0.0,0.0,True
Attention:greedy_rollout,94,0,0.0,0.0,True
Attention:greedy_rollout,94,1,0.0,0.0,True
Attention:greedy_rollout,94,2,0.0,0.0,True
Attention:greedy_rollout,94,3,0.0,0.0,True
Attention:greedy_rollout,94,4,0.0,0.0,True
Attention:greedy_rollout,95,0,0.0,0.0,True
Attention:greedy_rollout,95,1,0.0,0.0,True
Attention:greedy_rollout,95,2,0.0,0.0,True
Attention:greedy_rollout,95,3,0.0,0.0,True
Attention:greedy_rollout,95,4,0.0,0.0,True
Attention:greedy_rollout,96,0,0.0,0.0,True
Attention:greedy_rollout,96,1,0.0,0.0,True
Attention:greedy_rollout,96,2,0.0,0.0,True
Attention:greedy_rollout,96,3,0.0,0.0,True
Attention:greedy_rollout,96,4,0.0,0.0,True
Attention:greedy_rollout,97,0,0.0,0.0,True
Attention:greedy_rollout,97,1,0.0,0.0,True
Attention:greedy_rollout,97,2,0.0,0.0,True
Attention:greedy_rollout,97,3,0.0,0.0,True
Attention:greedy_rollout,97,4,0.0,0.0,True
Attention:greedy_rollout,98,0,0.0,0.0,True
Attention:greedy_rollout,98,1,0.0,0.0,True
Attention:greedy_rollout,98,2,0.0,0.0,True
Attention:greedy_rollout,98,3,0.0,0.0,True
Attention:greedy_rollout,98,4,0.0,0.0,True
Attention:greedy_rollout,99,0,0.0,0.0,True
Attention:greedy_rollout,99,1,0.0,0.0,True
Attention:greedy_rollout,99,2,0.0,0.0,True
Attention:greedy_rollout,99,3,0.0,0.0,True
Attention:greedy_rollout,99,4,0.0,0.0,True
PointerNet:batch_greedy_mean,0,0,4.205614718295934,0.35,False
PointerNet:batch_greedy_mean,0,1,0.0022593366939673842,0.1,False
PointerNet:batch_greedy_mean,0,2,3.3121836647621876,0.25,False
PointerNet:batch_greedy_mean,0,3,0.2505588773257301,0.2,False
PointerNet:batch_greedy_mean,0,4,2.0536172660019076,0.3,False
PointerNet:batch_greedy_mean,1,0,0.0718373198465514,0.1,False
PointerNet:batch_greedy_mean,1,1,1.157699030872763,0.95,False
PointerNet:batch_greedy_mean,1,2,1.253997337694372,0.85,False
PointerNet:batch_greedy_mean,1,3,1.2139306329653579,0.8,False
PointerNet:batch_greedy_mean,1,4,0.41552319108848224,0.1,False
PointerNet:batch_greedy_mean,2,0,2.6555523803735497,0.95,False
PointerNet:batch_greedy_mean,2,1,3.9544107066233494,0.95,False
PointerNet:batch_greedy_mean,2,2,6.86279239074225,0.65,False
PointerNet:batch_greedy_mean,2,3,6.338235671597509,0.85,False
PointerNet:batch_greedy_mean,2,4,0.08850717201572422,0.95,False
PointerNet:batch_greedy_mean,3,0,1.8141014854754758,0.9,False
PointerNet:batch_greedy_mean,3,1,1.686296477631629,0.9,False
PointerNet:batch_greedy_mean,3,2,4.792633761772507,0.85,False
PointerNet:batch_greedy_mean,3,3,1.8141014854754758,0.9,False
PointerNet:batch_greedy_mean,3,4,0.31833396171088424,0.9,False
PointerNet:batch_greedy_mean,4,0,1.809126952879602,0.2,False
PointerNet:batch_greedy_mean,4,1,1.2816061495699742,0.1,False
PointerNet:batch_greedy_mean,4,2,0.3149292471957281,0.9,False
