n_cities,instance,method,length,gap_percent,time_ms
300,170,Attention:batch_greedy_mean,215.1124061500658,62.494753596104665,54.34119998244569
300,170,Attention:greedy_rollout,202.98405170459029,53.33305993828324,52.9493999783881
300,170,PointerNet:batch_greedy_mean,236.89288584316608,78.9476107059186,174.6424000011757
300,170,PointerNet:greedy_rollout,234.19404862678064,76.90892360124919,161.09180002240464
300,170,POMO,165.80131684905672,25.245422193372217,2921.107000031043
300,171,LKH,128.5545080592425,0.0,46012.96020002337
300,171,Attention:batch_greedy_mean,212.0322309212512,64.93566357357084,68.81229998543859
300,171,Attention:greedy_rollout,202.8129377707264,57.7641584356287,60.830899979919195
300,171,PointerNet:batch_greedy_mean,251.27897107222054,95.46492368546285,168.11289999168366
300,171,PointerNet:greedy_rollout,228.21466986820133,77.52366160744194,187.03889998141676
300,171,POMO,163.79758829701643,27.41489253844966,2870.2432999853045
300,172,LKH,133.06988705841923,0.0,47552.81490000198
300,172,Attention:batch_greedy_mean,225.51149118530168,69.4684621519965,49.09430001862347
300,172,Attention:greedy_rollout,210.76889428744624,58.389624389563245,63.321700028609484
300,172,PointerNet:batch_greedy_mean,256.95594943009996,93.09849516689927,209.1493000043556
300,172,PointerNet:greedy_rollout,223.99596784750008,68.3295693706896,175.35969999153167
300,172,POMO,167.25512897631256,25.689690337593525,2875.7721000001766
300,173,LKH,128.5029893690732,0.0,44046.73639999237
300,173,Attention:batch_greedy_mean,213.03546554826514,65.78249781910239,68.91159998485819
300,173,Attention:greedy_rollout,203.01690329403635,57.9861326890629,51.98680004104972
300,173,PointerNet:batch_greedy_mean,243.03848678653878,89.13060931875165,200.14289999380708
300,173,PointerNet:greedy_rollout,218.10709591160014,69.72920006177846,165.16700002830476
300,173,POMO,163.00048192741363,26.845673184504882,2811.3996000029147
300,174,LKH,130.1171592338671,0.0,50893.74939998379
300,174,Attention:batch_greedy_mean,216.90436713689286,66.69927964461479,60.6510000070557
300,174,Attention:greedy_rollout,200.02513569418136,53.72694644728955,59.783700038678944
300,174,PointerNet:batch_greedy_mean,249.86019212509268,92.02708819980036,188.4985999786295
300,174,PointerNet:greedy_rollout,243.7862609752783,87.359040429946,179.80380001245067
